STATE/UT,DISTRICT,YEAR,crime_type,crime_count,Region
JHARKHAND,DHANBAD RLY.,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,0,East
JHARKHAND,DHANBAD RLY.,2001,KIDNAPPING AND ABDUCTION OF OTHERS,4,East
JHARKHAND,DHANBAD RLY.,2001,DACOITY,12,East
JHARKHAND,DHANBAD RLY.,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,DHANBAD RLY.,2001,ROBBERY,13,East
JHARKHAND,DHANBAD RLY.,2001,BURGLARY,9,East
JHARKHAND,DHANBAD RLY.,2001,THEFT,209,East
JHARKHAND,DHANBAD RLY.,2001,AUTO THEFT,2,East
JHARKHAND,DHANBAD RLY.,2001,OTHER THEFT,207,East
JHARKHAND,DHANBAD RLY.,2001,RIOTS,4,East
JHARKHAND,DHANBAD RLY.,2001,CRIMINAL BREACH OF TRUST,0,East
JHARKHAND,DHANBAD RLY.,2001,CHEATING,8,East
JHARKHAND,DHANBAD RLY.,2001,COUNTERFIETING,0,East
JHARKHAND,DHANBAD RLY.,2001,ARSON,0,East
JHARKHAND,DHANBAD RLY.,2001,HURT/GREVIOUS HURT,0,East
JHARKHAND,DHANBAD RLY.,2001,DOWRY DEATHS,0,East
JHARKHAND,DHANBAD RLY.,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,East
JHARKHAND,DHANBAD RLY.,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,DHANBAD RLY.,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,0,East
JHARKHAND,DHANBAD RLY.,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,DHANBAD RLY.,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,DUMKA,2001,MURDER,63,East
JHARKHAND,DUMKA,2001,ATTEMPT TO MURDER,32,East
JHARKHAND,DUMKA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4,East
JHARKHAND,DUMKA,2001,RAPE,27,East
JHARKHAND,DUMKA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,DUMKA,2001,OTHER RAPE,27,East
JHARKHAND,DUMKA,2001,KIDNAPPING & ABDUCTION,24,East
JHARKHAND,DUMKA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,0,East
JHARKHAND,DUMKA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,24,East
JHARKHAND,DUMKA,2001,DACOITY,11,East
JHARKHAND,DUMKA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,2,East
JHARKHAND,DUMKA,2001,ROBBERY,8,East
JHARKHAND,DUMKA,2001,BURGLARY,48,East
JHARKHAND,DUMKA,2001,THEFT,66,East
JHARKHAND,DUMKA,2001,AUTO THEFT,36,East
JHARKHAND,DUMKA,2001,OTHER THEFT,30,East
JHARKHAND,DUMKA,2001,RIOTS,75,East
JHARKHAND,DUMKA,2001,CRIMINAL BREACH OF TRUST,14,East
JHARKHAND,DUMKA,2001,CHEATING,8,East
JHARKHAND,DUMKA,2001,COUNTERFIETING,0,East
JHARKHAND,DUMKA,2001,ARSON,16,East
JHARKHAND,DUMKA,2001,HURT/GREVIOUS HURT,263,East
JHARKHAND,DUMKA,2001,DOWRY DEATHS,3,East
JHARKHAND,DUMKA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20,East
JHARKHAND,DUMKA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,DUMKA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,23,East
JHARKHAND,DUMKA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,DUMKA,2001,CAUSING DEATH BY NEGLIGENCE,18,East
JHARKHAND,GARHWA,2001,MURDER,32,East
JHARKHAND,GARHWA,2001,ATTEMPT TO MURDER,6,East
JHARKHAND,GARHWA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6,East
JHARKHAND,GARHWA,2001,RAPE,11,East
JHARKHAND,GARHWA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,GARHWA,2001,OTHER RAPE,11,East
JHARKHAND,GARHWA,2001,KIDNAPPING & ABDUCTION,5,East
JHARKHAND,GARHWA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,2,East
JHARKHAND,GARHWA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,3,East
JHARKHAND,GARHWA,2001,DACOITY,19,East
JHARKHAND,GARHWA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,GARHWA,2001,ROBBERY,17,East
JHARKHAND,GARHWA,2001,BURGLARY,32,East
JHARKHAND,GARHWA,2001,THEFT,54,East
JHARKHAND,GARHWA,2001,AUTO THEFT,15,East
JHARKHAND,GARHWA,2001,OTHER THEFT,39,East
JHARKHAND,GARHWA,2001,RIOTS,113,East
JHARKHAND,GARHWA,2001,CRIMINAL BREACH OF TRUST,2,East
JHARKHAND,GARHWA,2001,CHEATING,15,East
JHARKHAND,GARHWA,2001,COUNTERFIETING,0,East
JHARKHAND,GARHWA,2001,ARSON,12,East
JHARKHAND,GARHWA,2001,HURT/GREVIOUS HURT,125,East
JHARKHAND,GARHWA,2001,DOWRY DEATHS,15,East
JHARKHAND,GARHWA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,East
JHARKHAND,GARHWA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,GARHWA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,5,East
JHARKHAND,GARHWA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,GARHWA,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,GIRIDIH,2001,MURDER,63,East
JHARKHAND,GIRIDIH,2001,ATTEMPT TO MURDER,65,East
JHARKHAND,GIRIDIH,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6,East
JHARKHAND,GIRIDIH,2001,RAPE,42,East
JHARKHAND,GIRIDIH,2001,CUSTODIAL RAPE,0,East
JHARKHAND,GIRIDIH,2001,OTHER RAPE,42,East
JHARKHAND,GIRIDIH,2001,KIDNAPPING & ABDUCTION,15,East
JHARKHAND,GIRIDIH,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,10,East
JHARKHAND,GIRIDIH,2001,KIDNAPPING AND ABDUCTION OF OTHERS,5,East
JHARKHAND,GIRIDIH,2001,DACOITY,56,East
JHARKHAND,GIRIDIH,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,GIRIDIH,2001,ROBBERY,27,East
JHARKHAND,GIRIDIH,2001,BURGLARY,116,East
JHARKHAND,GIRIDIH,2001,THEFT,111,East
JHARKHAND,GIRIDIH,2001,AUTO THEFT,56,East
JHARKHAND,GIRIDIH,2001,OTHER THEFT,55,East
JHARKHAND,GIRIDIH,2001,RIOTS,173,East
JHARKHAND,GIRIDIH,2001,CRIMINAL BREACH OF TRUST,18,East
JHARKHAND,GIRIDIH,2001,CHEATING,49,East
JHARKHAND,GIRIDIH,2001,COUNTERFIETING,0,East
JHARKHAND,GIRIDIH,2001,ARSON,21,East
JHARKHAND,GIRIDIH,2001,HURT/GREVIOUS HURT,38,East
JHARKHAND,GIRIDIH,2001,DOWRY DEATHS,30,East
JHARKHAND,GIRIDIH,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,East
JHARKHAND,GIRIDIH,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,GIRIDIH,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,57,East
JHARKHAND,GIRIDIH,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,GIRIDIH,2001,CAUSING DEATH BY NEGLIGENCE,65,East
JHARKHAND,GODDA,2001,MURDER,61,East
JHARKHAND,GODDA,2001,ATTEMPT TO MURDER,0,East
JHARKHAND,GODDA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,GODDA,2001,RAPE,37,East
JHARKHAND,GODDA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,GODDA,2001,OTHER RAPE,37,East
JHARKHAND,GODDA,2001,KIDNAPPING & ABDUCTION,30,East
JHARKHAND,GODDA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,26,East
JHARKHAND,GODDA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,4,East
JHARKHAND,GODDA,2001,DACOITY,24,East
JHARKHAND,GODDA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,GODDA,2001,ROBBERY,18,East
JHARKHAND,GODDA,2001,BURGLARY,66,East
JHARKHAND,GODDA,2001,THEFT,70,East
JHARKHAND,GODDA,2001,AUTO THEFT,49,East
JHARKHAND,GODDA,2001,OTHER THEFT,21,East
JHARKHAND,GODDA,2001,RIOTS,90,East
JHARKHAND,GODDA,2001,CRIMINAL BREACH OF TRUST,0,East
JHARKHAND,GODDA,2001,CHEATING,3,East
JHARKHAND,GODDA,2001,COUNTERFIETING,0,East
JHARKHAND,GODDA,2001,ARSON,0,East
JHARKHAND,GODDA,2001,HURT/GREVIOUS HURT,0,East
JHARKHAND,GODDA,2001,DOWRY DEATHS,1,East
JHARKHAND,GODDA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,East
JHARKHAND,GODDA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,GODDA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,0,East
JHARKHAND,GODDA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,GODDA,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,GUMLA,2001,MURDER,136,East
JHARKHAND,GUMLA,2001,ATTEMPT TO MURDER,18,East
JHARKHAND,GUMLA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,7,East
JHARKHAND,GUMLA,2001,RAPE,29,East
JHARKHAND,GUMLA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,GUMLA,2001,OTHER RAPE,29,East
JHARKHAND,GUMLA,2001,KIDNAPPING & ABDUCTION,16,East
JHARKHAND,GUMLA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,11,East
JHARKHAND,GUMLA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,5,East
JHARKHAND,GUMLA,2001,DACOITY,30,East
JHARKHAND,GUMLA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,GUMLA,2001,ROBBERY,44,East
JHARKHAND,GUMLA,2001,BURGLARY,31,East
JHARKHAND,GUMLA,2001,THEFT,56,East
JHARKHAND,GUMLA,2001,AUTO THEFT,39,East
JHARKHAND,GUMLA,2001,OTHER THEFT,17,East
JHARKHAND,GUMLA,2001,RIOTS,40,East
JHARKHAND,GUMLA,2001,CRIMINAL BREACH OF TRUST,4,East
JHARKHAND,GUMLA,2001,CHEATING,7,East
JHARKHAND,GUMLA,2001,COUNTERFIETING,0,East
JHARKHAND,GUMLA,2001,ARSON,0,East
JHARKHAND,GUMLA,2001,HURT/GREVIOUS HURT,0,East
JHARKHAND,GUMLA,2001,DOWRY DEATHS,0,East
JHARKHAND,GUMLA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,East
JHARKHAND,GUMLA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,GUMLA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,10,East
JHARKHAND,GUMLA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1,East
JHARKHAND,GUMLA,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,HAZARIBAGH,2001,MURDER,76,East
JHARKHAND,HAZARIBAGH,2001,ATTEMPT TO MURDER,35,East
JHARKHAND,HAZARIBAGH,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4,East
JHARKHAND,HAZARIBAGH,2001,RAPE,41,East
JHARKHAND,HAZARIBAGH,2001,CUSTODIAL RAPE,0,East
JHARKHAND,HAZARIBAGH,2001,OTHER RAPE,41,East
JHARKHAND,HAZARIBAGH,2001,KIDNAPPING & ABDUCTION,42,East
JHARKHAND,HAZARIBAGH,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,31,East
JHARKHAND,HAZARIBAGH,2001,KIDNAPPING AND ABDUCTION OF OTHERS,11,East
JHARKHAND,HAZARIBAGH,2001,DACOITY,85,East
JHARKHAND,HAZARIBAGH,2001,PREPARATION AND ASSEMBLY FOR DACOITY,3,East
JHARKHAND,HAZARIBAGH,2001,ROBBERY,68,East
JHARKHAND,HAZARIBAGH,2001,BURGLARY,150,East
JHARKHAND,HAZARIBAGH,2001,THEFT,348,East
JHARKHAND,HAZARIBAGH,2001,AUTO THEFT,80,East
JHARKHAND,HAZARIBAGH,2001,OTHER THEFT,268,East
JHARKHAND,HAZARIBAGH,2001,RIOTS,268,East
JHARKHAND,HAZARIBAGH,2001,CRIMINAL BREACH OF TRUST,9,East
JHARKHAND,HAZARIBAGH,2001,CHEATING,54,East
JHARKHAND,HAZARIBAGH,2001,COUNTERFIETING,0,East
JHARKHAND,HAZARIBAGH,2001,ARSON,5,East
JHARKHAND,HAZARIBAGH,2001,HURT/GREVIOUS HURT,479,East
JHARKHAND,HAZARIBAGH,2001,DOWRY DEATHS,31,East
JHARKHAND,HAZARIBAGH,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,15,East
JHARKHAND,HAZARIBAGH,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,HAZARIBAGH,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,18,East
JHARKHAND,HAZARIBAGH,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,HAZARIBAGH,2001,CAUSING DEATH BY NEGLIGENCE,6,East
JHARKHAND,JAMSHEDPUR,2001,MURDER,81,East
JHARKHAND,JAMSHEDPUR,2001,ATTEMPT TO MURDER,190,East
JHARKHAND,JAMSHEDPUR,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,8,East
JHARKHAND,JAMSHEDPUR,2001,RAPE,50,East
JHARKHAND,JAMSHEDPUR,2001,CUSTODIAL RAPE,0,East
JHARKHAND,JAMSHEDPUR,2001,OTHER RAPE,50,East
JHARKHAND,JAMSHEDPUR,2001,KIDNAPPING & ABDUCTION,60,East
JHARKHAND,JAMSHEDPUR,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,51,East
JHARKHAND,JAMSHEDPUR,2001,KIDNAPPING AND ABDUCTION OF OTHERS,9,East
JHARKHAND,JAMSHEDPUR,2001,DACOITY,10,East
JHARKHAND,JAMSHEDPUR,2001,PREPARATION AND ASSEMBLY FOR DACOITY,2,East
JHARKHAND,JAMSHEDPUR,2001,ROBBERY,27,East
JHARKHAND,JAMSHEDPUR,2001,BURGLARY,134,East
JHARKHAND,JAMSHEDPUR,2001,THEFT,343,East
JHARKHAND,JAMSHEDPUR,2001,AUTO THEFT,67,East
JHARKHAND,JAMSHEDPUR,2001,OTHER THEFT,276,East
JHARKHAND,JAMSHEDPUR,2001,RIOTS,131,East
JHARKHAND,JAMSHEDPUR,2001,CRIMINAL BREACH OF TRUST,85,East
JHARKHAND,JAMSHEDPUR,2001,CHEATING,115,East
JHARKHAND,JAMSHEDPUR,2001,COUNTERFIETING,0,East
JHARKHAND,JAMSHEDPUR,2001,ARSON,8,East
JHARKHAND,JAMSHEDPUR,2001,HURT/GREVIOUS HURT,76,East
JHARKHAND,JAMSHEDPUR,2001,DOWRY DEATHS,6,East
JHARKHAND,JAMSHEDPUR,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,58,East
JHARKHAND,JAMSHEDPUR,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,JAMSHEDPUR,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,88,East
JHARKHAND,JAMSHEDPUR,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMSHEDPUR,2001,CAUSING DEATH BY NEGLIGENCE,140,East
JHARKHAND,JAMSHEDPUR RLY.,2001,MURDER,4,East
JHARKHAND,JAMSHEDPUR RLY.,2001,ATTEMPT TO MURDER,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,RAPE,1,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CUSTODIAL RAPE,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,OTHER RAPE,1,East
JHARKHAND,JAMSHEDPUR RLY.,2001,KIDNAPPING & ABDUCTION,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,KIDNAPPING AND ABDUCTION OF OTHERS,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,DACOITY,6,East
JHARKHAND,JAMSHEDPUR RLY.,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,ROBBERY,4,East
JHARKHAND,JAMSHEDPUR RLY.,2001,BURGLARY,3,East
JHARKHAND,JAMSHEDPUR RLY.,2001,THEFT,65,East
JHARKHAND,JAMSHEDPUR RLY.,2001,AUTO THEFT,1,East
JHARKHAND,JAMSHEDPUR RLY.,2001,OTHER THEFT,64,East
JHARKHAND,JAMSHEDPUR RLY.,2001,RIOTS,2,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CRIMINAL BREACH OF TRUST,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CHEATING,3,East
JHARKHAND,JAMSHEDPUR RLY.,2001,COUNTERFIETING,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,ARSON,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,HURT/GREVIOUS HURT,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,DOWRY DEATHS,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1,East
JHARKHAND,JAMSHEDPUR RLY.,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMSHEDPUR RLY.,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,JAMTARA,2001,MURDER,22,East
JHARKHAND,JAMTARA,2001,ATTEMPT TO MURDER,30,East
JHARKHAND,JAMTARA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,JAMTARA,2001,RAPE,18,East
JHARKHAND,JAMTARA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,JAMTARA,2001,OTHER RAPE,18,East
JHARKHAND,JAMTARA,2001,KIDNAPPING & ABDUCTION,14,East
JHARKHAND,JAMTARA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,11,East
JHARKHAND,JAMTARA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,3,East
JHARKHAND,JAMTARA,2001,DACOITY,6,East
JHARKHAND,JAMTARA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,2,East
JHARKHAND,JAMTARA,2001,ROBBERY,9,East
JHARKHAND,JAMTARA,2001,BURGLARY,21,East
JHARKHAND,JAMTARA,2001,THEFT,68,East
JHARKHAND,JAMTARA,2001,AUTO THEFT,24,East
JHARKHAND,JAMTARA,2001,OTHER THEFT,44,East
JHARKHAND,JAMTARA,2001,RIOTS,61,East
JHARKHAND,JAMTARA,2001,CRIMINAL BREACH OF TRUST,2,East
JHARKHAND,JAMTARA,2001,CHEATING,10,East
JHARKHAND,JAMTARA,2001,COUNTERFIETING,0,East
JHARKHAND,JAMTARA,2001,ARSON,3,East
JHARKHAND,JAMTARA,2001,HURT/GREVIOUS HURT,146,East
JHARKHAND,JAMTARA,2001,DOWRY DEATHS,5,East
JHARKHAND,JAMTARA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,East
JHARKHAND,JAMTARA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,JAMTARA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,20,East
JHARKHAND,JAMTARA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMTARA,2001,CAUSING DEATH BY NEGLIGENCE,2,East
JHARKHAND,KODERMA,2001,MURDER,21,East
JHARKHAND,KODERMA,2001,ATTEMPT TO MURDER,18,East
JHARKHAND,KODERMA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1,East
JHARKHAND,KODERMA,2001,RAPE,2,East
JHARKHAND,KODERMA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,KODERMA,2001,OTHER RAPE,2,East
JHARKHAND,KODERMA,2001,KIDNAPPING & ABDUCTION,14,East
JHARKHAND,KODERMA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,2,East
JHARKHAND,KODERMA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,12,East
JHARKHAND,KODERMA,2001,DACOITY,13,East
JHARKHAND,KODERMA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,KODERMA,2001,ROBBERY,15,East
JHARKHAND,KODERMA,2001,BURGLARY,27,East
JHARKHAND,KODERMA,2001,THEFT,77,East
JHARKHAND,KODERMA,2001,AUTO THEFT,3,East
JHARKHAND,KODERMA,2001,OTHER THEFT,74,East
JHARKHAND,KODERMA,2001,RIOTS,80,East
JHARKHAND,KODERMA,2001,CRIMINAL BREACH OF TRUST,16,East
JHARKHAND,KODERMA,2001,CHEATING,17,East
JHARKHAND,KODERMA,2001,COUNTERFIETING,0,East
JHARKHAND,KODERMA,2001,ARSON,3,East
JHARKHAND,KODERMA,2001,HURT/GREVIOUS HURT,18,East
JHARKHAND,KODERMA,2001,DOWRY DEATHS,11,East
JHARKHAND,KODERMA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,8,East
JHARKHAND,KODERMA,2001,INSULT TO MODESTY OF WOMEN,1,East
JHARKHAND,KODERMA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,29,East
JHARKHAND,KODERMA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,KODERMA,2001,CAUSING DEATH BY NEGLIGENCE,45,East
JHARKHAND,LATEHAR,2001,MURDER,54,East
JHARKHAND,LATEHAR,2001,ATTEMPT TO MURDER,8,East
JHARKHAND,LATEHAR,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5,East
JHARKHAND,LATEHAR,2001,RAPE,12,East
JHARKHAND,LATEHAR,2001,CUSTODIAL RAPE,0,East
JHARKHAND,LATEHAR,2001,OTHER RAPE,12,East
JHARKHAND,LATEHAR,2001,KIDNAPPING & ABDUCTION,4,East
JHARKHAND,LATEHAR,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,2,East
JHARKHAND,LATEHAR,2001,KIDNAPPING AND ABDUCTION OF OTHERS,2,East
JHARKHAND,LATEHAR,2001,DACOITY,44,East
JHARKHAND,LATEHAR,2001,PREPARATION AND ASSEMBLY FOR DACOITY,3,East
JHARKHAND,LATEHAR,2001,ROBBERY,9,East
JHARKHAND,LATEHAR,2001,BURGLARY,13,East
JHARKHAND,LATEHAR,2001,THEFT,48,East
JHARKHAND,LATEHAR,2001,AUTO THEFT,15,East
JHARKHAND,LATEHAR,2001,OTHER THEFT,33,East
JHARKHAND,LATEHAR,2001,RIOTS,27,East
JHARKHAND,LATEHAR,2001,CRIMINAL BREACH OF TRUST,2,East
JHARKHAND,LATEHAR,2001,CHEATING,0,East
JHARKHAND,LATEHAR,2001,COUNTERFIETING,0,East
JHARKHAND,LATEHAR,2001,ARSON,0,East
JHARKHAND,LATEHAR,2001,HURT/GREVIOUS HURT,0,East
JHARKHAND,LATEHAR,2001,DOWRY DEATHS,6,East
JHARKHAND,LATEHAR,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,East
JHARKHAND,LATEHAR,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,LATEHAR,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,0,East
JHARKHAND,LATEHAR,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,LATEHAR,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,LOHARDAGGA,2001,MURDER,33,East
JHARKHAND,LOHARDAGGA,2001,ATTEMPT TO MURDER,4,East
JHARKHAND,LOHARDAGGA,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,LOHARDAGGA,2001,RAPE,12,East
JHARKHAND,LOHARDAGGA,2001,CUSTODIAL RAPE,0,East
JHARKHAND,LOHARDAGGA,2001,OTHER RAPE,12,East
JHARKHAND,LOHARDAGGA,2001,KIDNAPPING & ABDUCTION,14,East
JHARKHAND,LOHARDAGGA,2001,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,8,East
JHARKHAND,LOHARDAGGA,2001,KIDNAPPING AND ABDUCTION OF OTHERS,6,East
JHARKHAND,LOHARDAGGA,2001,DACOITY,8,East
JHARKHAND,LOHARDAGGA,2001,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,LOHARDAGGA,2001,ROBBERY,11,East
JHARKHAND,LOHARDAGGA,2001,BURGLARY,14,East
JHARKHAND,LOHARDAGGA,2001,THEFT,28,East
JHARKHAND,LOHARDAGGA,2001,AUTO THEFT,16,East
JHARKHAND,LOHARDAGGA,2001,OTHER THEFT,12,East
JHARKHAND,LOHARDAGGA,2001,RIOTS,29,East
JHARKHAND,LOHARDAGGA,2001,CRIMINAL BREACH OF TRUST,4,East
JHARKHAND,LOHARDAGGA,2001,CHEATING,5,East
JHARKHAND,LOHARDAGGA,2001,COUNTERFIETING,0,East
JHARKHAND,LOHARDAGGA,2001,ARSON,3,East
JHARKHAND,LOHARDAGGA,2001,HURT/GREVIOUS HURT,11,East
JHARKHAND,LOHARDAGGA,2001,DOWRY DEATHS,0,East
JHARKHAND,LOHARDAGGA,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4,East
JHARKHAND,LOHARDAGGA,2001,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,LOHARDAGGA,2001,CRUELTY BY HUSBAND OR HIS RELATIVES,10,East
JHARKHAND,LOHARDAGGA,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,LOHARDAGGA,2001,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,PAKUR,2001,MURDER,31,East
JHARKHAND,PAKUR,2001,ATTEMPT TO MURDER,19,East
JHARKHAND,PAKUR,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,PAKUR,2001,RAPE,23,East
JHARKHAND,PAKUR,2001,CUSTODIAL RAPE,0,East
JHARKHAND,PAKUR,2001,OTHER RAPE,23,East
JHARKHAND,PAKUR,2001,KIDNAPPING & ABDUCTION,7,East
