STATE/UT,DISTRICT,YEAR,crime_type,crime_count,Region
JHARKHAND,GODDA,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,GODDA,2005,CAUSING DEATH BY NEGLIGENCE,15,East
JHARKHAND,GUMLA,2005,MURDER,140,East
JHARKHAND,GUMLA,2005,ATTEMPT TO MURDER,40,East
JHARKHAND,GUMLA,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1,East
JHARKHAND,GUMLA,2005,RAPE,45,East
JHARKHAND,GUMLA,2005,CUSTODIAL RAPE,0,East
JHARKHAND,GUMLA,2005,OTHER RAPE,45,East
JHARKHAND,GUMLA,2005,KIDNAPPING & ABDUCTION,17,East
JHARKHAND,GUMLA,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,10,East
JHARKHAND,GUMLA,2005,KIDNAPPING AND ABDUCTION OF OTHERS,7,East
JHARKHAND,GUMLA,2005,DACOITY,26,East
JHARKHAND,GUMLA,2005,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,GUMLA,2005,ROBBERY,27,East
JHARKHAND,GUMLA,2005,BURGLARY,32,East
JHARKHAND,GUMLA,2005,THEFT,61,East
JHARKHAND,GUMLA,2005,AUTO THEFT,14,East
JHARKHAND,GUMLA,2005,OTHER THEFT,47,East
JHARKHAND,GUMLA,2005,RIOTS,31,East
JHARKHAND,GUMLA,2005,CRIMINAL BREACH OF TRUST,7,East
JHARKHAND,GUMLA,2005,CHEATING,5,East
JHARKHAND,GUMLA,2005,COUNTERFIETING,7,East
JHARKHAND,GUMLA,2005,ARSON,7,East
JHARKHAND,GUMLA,2005,HURT/GREVIOUS HURT,1,East
JHARKHAND,GUMLA,2005,DOWRY DEATHS,2,East
JHARKHAND,GUMLA,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,10,East
JHARKHAND,GUMLA,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,GUMLA,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,6,East
JHARKHAND,GUMLA,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,GUMLA,2005,CAUSING DEATH BY NEGLIGENCE,10,East
JHARKHAND,HAZARIBAGH,2005,MURDER,104,East
JHARKHAND,HAZARIBAGH,2005,ATTEMPT TO MURDER,34,East
JHARKHAND,HAZARIBAGH,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,11,East
JHARKHAND,HAZARIBAGH,2005,RAPE,57,East
JHARKHAND,HAZARIBAGH,2005,CUSTODIAL RAPE,0,East
JHARKHAND,HAZARIBAGH,2005,OTHER RAPE,57,East
JHARKHAND,HAZARIBAGH,2005,KIDNAPPING & ABDUCTION,55,East
JHARKHAND,HAZARIBAGH,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,32,East
JHARKHAND,HAZARIBAGH,2005,KIDNAPPING AND ABDUCTION OF OTHERS,23,East
JHARKHAND,HAZARIBAGH,2005,DACOITY,99,East
JHARKHAND,HAZARIBAGH,2005,PREPARATION AND ASSEMBLY FOR DACOITY,6,East
JHARKHAND,HAZARIBAGH,2005,ROBBERY,82,East
JHARKHAND,HAZARIBAGH,2005,BURGLARY,155,East
JHARKHAND,HAZARIBAGH,2005,THEFT,726,East
JHARKHAND,HAZARIBAGH,2005,AUTO THEFT,181,East
JHARKHAND,HAZARIBAGH,2005,OTHER THEFT,545,East
JHARKHAND,HAZARIBAGH,2005,RIOTS,279,East
JHARKHAND,HAZARIBAGH,2005,CRIMINAL BREACH OF TRUST,16,East
JHARKHAND,HAZARIBAGH,2005,CHEATING,66,East
JHARKHAND,HAZARIBAGH,2005,COUNTERFIETING,5,East
JHARKHAND,HAZARIBAGH,2005,ARSON,17,East
JHARKHAND,HAZARIBAGH,2005,HURT/GREVIOUS HURT,45,East
JHARKHAND,HAZARIBAGH,2005,DOWRY DEATHS,31,East
JHARKHAND,HAZARIBAGH,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,32,East
JHARKHAND,HAZARIBAGH,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,HAZARIBAGH,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,55,East
JHARKHAND,HAZARIBAGH,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,HAZARIBAGH,2005,CAUSING DEATH BY NEGLIGENCE,15,East
JHARKHAND,JAMSHEDPUR,2005,MURDER,87,East
JHARKHAND,JAMSHEDPUR,2005,ATTEMPT TO MURDER,103,East
JHARKHAND,JAMSHEDPUR,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,8,East
JHARKHAND,JAMSHEDPUR,2005,RAPE,37,East
JHARKHAND,JAMSHEDPUR,2005,CUSTODIAL RAPE,0,East
JHARKHAND,JAMSHEDPUR,2005,OTHER RAPE,37,East
JHARKHAND,JAMSHEDPUR,2005,KIDNAPPING & ABDUCTION,43,East
JHARKHAND,JAMSHEDPUR,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,9,East
JHARKHAND,JAMSHEDPUR,2005,KIDNAPPING AND ABDUCTION OF OTHERS,34,East
JHARKHAND,JAMSHEDPUR,2005,DACOITY,17,East
JHARKHAND,JAMSHEDPUR,2005,PREPARATION AND ASSEMBLY FOR DACOITY,5,East
JHARKHAND,JAMSHEDPUR,2005,ROBBERY,49,East
JHARKHAND,JAMSHEDPUR,2005,BURGLARY,152,East
JHARKHAND,JAMSHEDPUR,2005,THEFT,834,East
JHARKHAND,JAMSHEDPUR,2005,AUTO THEFT,112,East
JHARKHAND,JAMSHEDPUR,2005,OTHER THEFT,722,East
JHARKHAND,JAMSHEDPUR,2005,RIOTS,85,East
JHARKHAND,JAMSHEDPUR,2005,CRIMINAL BREACH OF TRUST,60,East
JHARKHAND,JAMSHEDPUR,2005,CHEATING,118,East
JHARKHAND,JAMSHEDPUR,2005,COUNTERFIETING,5,East
JHARKHAND,JAMSHEDPUR,2005,ARSON,10,East
JHARKHAND,JAMSHEDPUR,2005,HURT/GREVIOUS HURT,223,East
JHARKHAND,JAMSHEDPUR,2005,DOWRY DEATHS,10,East
JHARKHAND,JAMSHEDPUR,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,34,East
JHARKHAND,JAMSHEDPUR,2005,INSULT TO MODESTY OF WOMEN,1,East
JHARKHAND,JAMSHEDPUR,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,56,East
JHARKHAND,JAMSHEDPUR,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMSHEDPUR,2005,CAUSING DEATH BY NEGLIGENCE,173,East
JHARKHAND,JAMSHEDPUR RLY.,2005,MURDER,8,East
JHARKHAND,JAMSHEDPUR RLY.,2005,ATTEMPT TO MURDER,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,RAPE,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CUSTODIAL RAPE,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,OTHER RAPE,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,KIDNAPPING & ABDUCTION,2,East
JHARKHAND,JAMSHEDPUR RLY.,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,KIDNAPPING AND ABDUCTION OF OTHERS,2,East
JHARKHAND,JAMSHEDPUR RLY.,2005,DACOITY,7,East
JHARKHAND,JAMSHEDPUR RLY.,2005,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,ROBBERY,7,East
JHARKHAND,JAMSHEDPUR RLY.,2005,BURGLARY,5,East
JHARKHAND,JAMSHEDPUR RLY.,2005,THEFT,130,East
JHARKHAND,JAMSHEDPUR RLY.,2005,AUTO THEFT,5,East
JHARKHAND,JAMSHEDPUR RLY.,2005,OTHER THEFT,125,East
JHARKHAND,JAMSHEDPUR RLY.,2005,RIOTS,1,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CRIMINAL BREACH OF TRUST,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CHEATING,4,East
JHARKHAND,JAMSHEDPUR RLY.,2005,COUNTERFIETING,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,ARSON,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,HURT/GREVIOUS HURT,5,East
JHARKHAND,JAMSHEDPUR RLY.,2005,DOWRY DEATHS,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3,East
JHARKHAND,JAMSHEDPUR RLY.,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,3,East
JHARKHAND,JAMSHEDPUR RLY.,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMSHEDPUR RLY.,2005,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,JAMTARA,2005,MURDER,19,East
JHARKHAND,JAMTARA,2005,ATTEMPT TO MURDER,28,East
JHARKHAND,JAMTARA,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2,East
JHARKHAND,JAMTARA,2005,RAPE,0,East
JHARKHAND,JAMTARA,2005,CUSTODIAL RAPE,0,East
JHARKHAND,JAMTARA,2005,OTHER RAPE,0,East
JHARKHAND,JAMTARA,2005,KIDNAPPING & ABDUCTION,6,East
JHARKHAND,JAMTARA,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,3,East
JHARKHAND,JAMTARA,2005,KIDNAPPING AND ABDUCTION OF OTHERS,3,East
JHARKHAND,JAMTARA,2005,DACOITY,12,East
JHARKHAND,JAMTARA,2005,PREPARATION AND ASSEMBLY FOR DACOITY,1,East
JHARKHAND,JAMTARA,2005,ROBBERY,5,East
JHARKHAND,JAMTARA,2005,BURGLARY,25,East
JHARKHAND,JAMTARA,2005,THEFT,88,East
JHARKHAND,JAMTARA,2005,AUTO THEFT,2,East
JHARKHAND,JAMTARA,2005,OTHER THEFT,86,East
JHARKHAND,JAMTARA,2005,RIOTS,70,East
JHARKHAND,JAMTARA,2005,CRIMINAL BREACH OF TRUST,1,East
JHARKHAND,JAMTARA,2005,CHEATING,6,East
JHARKHAND,JAMTARA,2005,COUNTERFIETING,0,East
JHARKHAND,JAMTARA,2005,ARSON,0,East
JHARKHAND,JAMTARA,2005,HURT/GREVIOUS HURT,124,East
JHARKHAND,JAMTARA,2005,DOWRY DEATHS,6,East
JHARKHAND,JAMTARA,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17,East
JHARKHAND,JAMTARA,2005,INSULT TO MODESTY OF WOMEN,2,East
JHARKHAND,JAMTARA,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,17,East
JHARKHAND,JAMTARA,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,JAMTARA,2005,CAUSING DEATH BY NEGLIGENCE,23,East
JHARKHAND,KODERMA,2005,MURDER,26,East
JHARKHAND,KODERMA,2005,ATTEMPT TO MURDER,9,East
JHARKHAND,KODERMA,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0,East
JHARKHAND,KODERMA,2005,RAPE,12,East
JHARKHAND,KODERMA,2005,CUSTODIAL RAPE,0,East
JHARKHAND,KODERMA,2005,OTHER RAPE,12,East
JHARKHAND,KODERMA,2005,KIDNAPPING & ABDUCTION,14,East
JHARKHAND,KODERMA,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,4,East
JHARKHAND,KODERMA,2005,KIDNAPPING AND ABDUCTION OF OTHERS,10,East
JHARKHAND,KODERMA,2005,DACOITY,22,East
JHARKHAND,KODERMA,2005,PREPARATION AND ASSEMBLY FOR DACOITY,1,East
JHARKHAND,KODERMA,2005,ROBBERY,18,East
JHARKHAND,KODERMA,2005,BURGLARY,17,East
JHARKHAND,KODERMA,2005,THEFT,91,East
JHARKHAND,KODERMA,2005,AUTO THEFT,27,East
JHARKHAND,KODERMA,2005,OTHER THEFT,64,East
JHARKHAND,KODERMA,2005,RIOTS,41,East
JHARKHAND,KODERMA,2005,CRIMINAL BREACH OF TRUST,18,East
JHARKHAND,KODERMA,2005,CHEATING,21,East
JHARKHAND,KODERMA,2005,COUNTERFIETING,0,East
JHARKHAND,KODERMA,2005,ARSON,3,East
JHARKHAND,KODERMA,2005,HURT/GREVIOUS HURT,39,East
JHARKHAND,KODERMA,2005,DOWRY DEATHS,15,East
JHARKHAND,KODERMA,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4,East
JHARKHAND,KODERMA,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,KODERMA,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,23,East
JHARKHAND,KODERMA,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,KODERMA,2005,CAUSING DEATH BY NEGLIGENCE,50,East
JHARKHAND,LATEHAR,2005,MURDER,34,East
JHARKHAND,LATEHAR,2005,ATTEMPT TO MURDER,1,East
JHARKHAND,LATEHAR,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1,East
JHARKHAND,LATEHAR,2005,RAPE,12,East
JHARKHAND,LATEHAR,2005,CUSTODIAL RAPE,0,East
JHARKHAND,LATEHAR,2005,OTHER RAPE,12,East
JHARKHAND,LATEHAR,2005,KIDNAPPING & ABDUCTION,6,East
JHARKHAND,LATEHAR,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,6,East
JHARKHAND,LATEHAR,2005,KIDNAPPING AND ABDUCTION OF OTHERS,0,East
JHARKHAND,LATEHAR,2005,DACOITY,26,East
JHARKHAND,LATEHAR,2005,PREPARATION AND ASSEMBLY FOR DACOITY,1,East
JHARKHAND,LATEHAR,2005,ROBBERY,13,East
JHARKHAND,LATEHAR,2005,BURGLARY,16,East
JHARKHAND,LATEHAR,2005,THEFT,59,East
JHARKHAND,LATEHAR,2005,AUTO THEFT,7,East
JHARKHAND,LATEHAR,2005,OTHER THEFT,52,East
JHARKHAND,LATEHAR,2005,RIOTS,14,East
JHARKHAND,LATEHAR,2005,CRIMINAL BREACH OF TRUST,2,East
JHARKHAND,LATEHAR,2005,CHEATING,1,East
JHARKHAND,LATEHAR,2005,COUNTERFIETING,0,East
JHARKHAND,LATEHAR,2005,ARSON,0,East
JHARKHAND,LATEHAR,2005,HURT/GREVIOUS HURT,0,East
JHARKHAND,LATEHAR,2005,DOWRY DEATHS,1,East
JHARKHAND,LATEHAR,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,East
JHARKHAND,LATEHAR,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,LATEHAR,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,3,East
JHARKHAND,LATEHAR,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,LATEHAR,2005,CAUSING DEATH BY NEGLIGENCE,32,East
JHARKHAND,LOHARDAGGA,2005,MURDER,51,East
JHARKHAND,LOHARDAGGA,2005,ATTEMPT TO MURDER,43,East
JHARKHAND,LOHARDAGGA,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1,East
JHARKHAND,LOHARDAGGA,2005,RAPE,25,East
JHARKHAND,LOHARDAGGA,2005,CUSTODIAL RAPE,0,East
JHARKHAND,LOHARDAGGA,2005,OTHER RAPE,25,East
JHARKHAND,LOHARDAGGA,2005,KIDNAPPING & ABDUCTION,18,East
JHARKHAND,LOHARDAGGA,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,14,East
JHARKHAND,LOHARDAGGA,2005,KIDNAPPING AND ABDUCTION OF OTHERS,4,East
JHARKHAND,LOHARDAGGA,2005,DACOITY,10,East
JHARKHAND,LOHARDAGGA,2005,PREPARATION AND ASSEMBLY FOR DACOITY,2,East
JHARKHAND,LOHARDAGGA,2005,ROBBERY,28,East
JHARKHAND,LOHARDAGGA,2005,BURGLARY,25,East
JHARKHAND,LOHARDAGGA,2005,THEFT,90,East
JHARKHAND,LOHARDAGGA,2005,AUTO THEFT,7,East
JHARKHAND,LOHARDAGGA,2005,OTHER THEFT,83,East
JHARKHAND,LOHARDAGGA,2005,RIOTS,58,East
JHARKHAND,LOHARDAGGA,2005,CRIMINAL BREACH OF TRUST,6,East
JHARKHAND,LOHARDAGGA,2005,CHEATING,19,East
JHARKHAND,LOHARDAGGA,2005,COUNTERFIETING,0,East
JHARKHAND,LOHARDAGGA,2005,ARSON,4,East
JHARKHAND,LOHARDAGGA,2005,HURT/GREVIOUS HURT,87,East
JHARKHAND,LOHARDAGGA,2005,DOWRY DEATHS,1,East
JHARKHAND,LOHARDAGGA,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,East
JHARKHAND,LOHARDAGGA,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,LOHARDAGGA,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,29,East
JHARKHAND,LOHARDAGGA,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,LOHARDAGGA,2005,CAUSING DEATH BY NEGLIGENCE,21,East
JHARKHAND,PAKUR,2005,MURDER,35,East
JHARKHAND,PAKUR,2005,ATTEMPT TO MURDER,84,East
JHARKHAND,PAKUR,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4,East
JHARKHAND,PAKUR,2005,RAPE,30,East
JHARKHAND,PAKUR,2005,CUSTODIAL RAPE,0,East
JHARKHAND,PAKUR,2005,OTHER RAPE,30,East
JHARKHAND,PAKUR,2005,KIDNAPPING & ABDUCTION,9,East
JHARKHAND,PAKUR,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,6,East
JHARKHAND,PAKUR,2005,KIDNAPPING AND ABDUCTION OF OTHERS,3,East
JHARKHAND,PAKUR,2005,DACOITY,7,East
JHARKHAND,PAKUR,2005,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,PAKUR,2005,ROBBERY,5,East
JHARKHAND,PAKUR,2005,BURGLARY,18,East
JHARKHAND,PAKUR,2005,THEFT,54,East
JHARKHAND,PAKUR,2005,AUTO THEFT,7,East
JHARKHAND,PAKUR,2005,OTHER THEFT,47,East
JHARKHAND,PAKUR,2005,RIOTS,90,East
JHARKHAND,PAKUR,2005,CRIMINAL BREACH OF TRUST,12,East
JHARKHAND,PAKUR,2005,CHEATING,11,East
JHARKHAND,PAKUR,2005,COUNTERFIETING,0,East
JHARKHAND,PAKUR,2005,ARSON,7,East
JHARKHAND,PAKUR,2005,HURT/GREVIOUS HURT,112,East
JHARKHAND,PAKUR,2005,DOWRY DEATHS,4,East
JHARKHAND,PAKUR,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,12,East
JHARKHAND,PAKUR,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,PAKUR,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,5,East
JHARKHAND,PAKUR,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,PAKUR,2005,CAUSING DEATH BY NEGLIGENCE,33,East
JHARKHAND,PALAMU,2005,MURDER,69,East
JHARKHAND,PALAMU,2005,ATTEMPT TO MURDER,57,East
JHARKHAND,PALAMU,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4,East
JHARKHAND,PALAMU,2005,RAPE,27,East
JHARKHAND,PALAMU,2005,CUSTODIAL RAPE,0,East
JHARKHAND,PALAMU,2005,OTHER RAPE,27,East
JHARKHAND,PALAMU,2005,KIDNAPPING & ABDUCTION,44,East
JHARKHAND,PALAMU,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,30,East
JHARKHAND,PALAMU,2005,KIDNAPPING AND ABDUCTION OF OTHERS,14,East
JHARKHAND,PALAMU,2005,DACOITY,9,East
JHARKHAND,PALAMU,2005,PREPARATION AND ASSEMBLY FOR DACOITY,6,East
JHARKHAND,PALAMU,2005,ROBBERY,34,East
JHARKHAND,PALAMU,2005,BURGLARY,91,East
JHARKHAND,PALAMU,2005,THEFT,160,East
JHARKHAND,PALAMU,2005,AUTO THEFT,19,East
JHARKHAND,PALAMU,2005,OTHER THEFT,141,East
JHARKHAND,PALAMU,2005,RIOTS,217,East
JHARKHAND,PALAMU,2005,CRIMINAL BREACH OF TRUST,13,East
JHARKHAND,PALAMU,2005,CHEATING,40,East
JHARKHAND,PALAMU,2005,COUNTERFIETING,0,East
JHARKHAND,PALAMU,2005,ARSON,21,East
JHARKHAND,PALAMU,2005,HURT/GREVIOUS HURT,541,East
JHARKHAND,PALAMU,2005,DOWRY DEATHS,21,East
JHARKHAND,PALAMU,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,East
JHARKHAND,PALAMU,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,PALAMU,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,29,East
JHARKHAND,PALAMU,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,PALAMU,2005,CAUSING DEATH BY NEGLIGENCE,0,East
JHARKHAND,RANCHI,2005,MURDER,239,East
JHARKHAND,RANCHI,2005,ATTEMPT TO MURDER,168,East
JHARKHAND,RANCHI,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,19,East
JHARKHAND,RANCHI,2005,RAPE,102,East
JHARKHAND,RANCHI,2005,CUSTODIAL RAPE,5,East
JHARKHAND,RANCHI,2005,OTHER RAPE,97,East
JHARKHAND,RANCHI,2005,KIDNAPPING & ABDUCTION,105,East
JHARKHAND,RANCHI,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,0,East
JHARKHAND,RANCHI,2005,KIDNAPPING AND ABDUCTION OF OTHERS,105,East
JHARKHAND,RANCHI,2005,DACOITY,82,East
JHARKHAND,RANCHI,2005,PREPARATION AND ASSEMBLY FOR DACOITY,19,East
JHARKHAND,RANCHI,2005,ROBBERY,190,East
JHARKHAND,RANCHI,2005,BURGLARY,239,East
JHARKHAND,RANCHI,2005,THEFT,1138,East
JHARKHAND,RANCHI,2005,AUTO THEFT,462,East
JHARKHAND,RANCHI,2005,OTHER THEFT,676,East
JHARKHAND,RANCHI,2005,RIOTS,174,East
JHARKHAND,RANCHI,2005,CRIMINAL BREACH OF TRUST,26,East
JHARKHAND,RANCHI,2005,CHEATING,49,East
JHARKHAND,RANCHI,2005,COUNTERFIETING,0,East
JHARKHAND,RANCHI,2005,ARSON,11,East
JHARKHAND,RANCHI,2005,HURT/GREVIOUS HURT,681,East
JHARKHAND,RANCHI,2005,DOWRY DEATHS,11,East
JHARKHAND,RANCHI,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,14,East
JHARKHAND,RANCHI,2005,INSULT TO MODESTY OF WOMEN,0,East
JHARKHAND,RANCHI,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,58,East
JHARKHAND,RANCHI,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,RANCHI,2005,CAUSING DEATH BY NEGLIGENCE,867,East
JHARKHAND,SAHEBGANJ,2005,MURDER,47,East
JHARKHAND,SAHEBGANJ,2005,ATTEMPT TO MURDER,43,East
JHARKHAND,SAHEBGANJ,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4,East
JHARKHAND,SAHEBGANJ,2005,RAPE,44,East
JHARKHAND,SAHEBGANJ,2005,CUSTODIAL RAPE,0,East
JHARKHAND,SAHEBGANJ,2005,OTHER RAPE,44,East
JHARKHAND,SAHEBGANJ,2005,KIDNAPPING & ABDUCTION,26,East
JHARKHAND,SAHEBGANJ,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,6,East
JHARKHAND,SAHEBGANJ,2005,KIDNAPPING AND ABDUCTION OF OTHERS,20,East
JHARKHAND,SAHEBGANJ,2005,DACOITY,5,East
JHARKHAND,SAHEBGANJ,2005,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,SAHEBGANJ,2005,ROBBERY,12,East
JHARKHAND,SAHEBGANJ,2005,BURGLARY,17,East
JHARKHAND,SAHEBGANJ,2005,THEFT,117,East
JHARKHAND,SAHEBGANJ,2005,AUTO THEFT,7,East
JHARKHAND,SAHEBGANJ,2005,OTHER THEFT,110,East
JHARKHAND,SAHEBGANJ,2005,RIOTS,70,East
JHARKHAND,SAHEBGANJ,2005,CRIMINAL BREACH OF TRUST,5,East
JHARKHAND,SAHEBGANJ,2005,CHEATING,16,East
JHARKHAND,SAHEBGANJ,2005,COUNTERFIETING,1,East
JHARKHAND,SAHEBGANJ,2005,ARSON,10,East
JHARKHAND,SAHEBGANJ,2005,HURT/GREVIOUS HURT,49,East
JHARKHAND,SAHEBGANJ,2005,DOWRY DEATHS,4,East
JHARKHAND,SAHEBGANJ,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6,East
JHARKHAND,SAHEBGANJ,2005,INSULT TO MODESTY OF WOMEN,1,East
JHARKHAND,SAHEBGANJ,2005,CRUELTY BY HUSBAND OR HIS RELATIVES,36,East
JHARKHAND,SAHEBGANJ,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0,East
JHARKHAND,SAHEBGANJ,2005,CAUSING DEATH BY NEGLIGENCE,21,East
JHARKHAND,SARAIKELA,2005,MURDER,49,East
JHARKHAND,SARAIKELA,2005,ATTEMPT TO MURDER,59,East
JHARKHAND,SARAIKELA,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2,East
JHARKHAND,SARAIKELA,2005,RAPE,33,East
JHARKHAND,SARAIKELA,2005,CUSTODIAL RAPE,0,East
JHARKHAND,SARAIKELA,2005,OTHER RAPE,33,East
JHARKHAND,SARAIKELA,2005,KIDNAPPING & ABDUCTION,19,East
JHARKHAND,SARAIKELA,2005,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,6,East
JHARKHAND,SARAIKELA,2005,KIDNAPPING AND ABDUCTION OF OTHERS,13,East
JHARKHAND,SARAIKELA,2005,DACOITY,18,East
JHARKHAND,SARAIKELA,2005,PREPARATION AND ASSEMBLY FOR DACOITY,0,East
JHARKHAND,SARAIKELA,2005,ROBBERY,7,East
JHARKHAND,SARAIKELA,2005,BURGLARY,6,East
JHARKHAND,SARAIKELA,2005,THEFT,191,East
JHARKHAND,SARAIKELA,2005,AUTO THEFT,10,East
JHARKHAND,SARAIKELA,2005,OTHER THEFT,181,East
JHARKHAND,SARAIKELA,2005,RIOTS,52,East
JHARKHAND,SARAIKELA,2005,CRIMINAL BREACH OF TRUST,4,East
JHARKHAND,SARAIKELA,2005,CHEATING,20,East
JHARKHAND,SARAIKELA,2005,COUNTERFIETING,0,East
JHARKHAND,SARAIKELA,2005,ARSON,0,East
JHARKHAND,SARAIKELA,2005,HURT/GREVIOUS HURT,89,East
JHARKHAND,SARAIKELA,2005,DOWRY DEATHS,3,East
JHARKHAND,SARAIKELA,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6,East
JHARKHAND,SARAIKELA,2005,INSULT TO MODESTY OF WOMEN,0,East
